Unnamed: 0,Supplier Name,Region,Country,Function,Service,Avg. Cost,Rating,Average Delivery Time,Number of escalations,Year,Resources,Score
6127,Caterpillar,APAC,Japan,Hardware Solutions,Broadcasting & Cable,168600,83,470,222,2016,7416,42
6128,Caterpillar,North America,US,Hardware Solutions,Broadcasting & Cable,422300,86,399,115,2017,6131,45
6129,Caterpillar,North America,Canada,Hardware Solutions,Broadcasting & Cable,384200,87,447,227,2018,7140,35
6130,Caterpillar,Europe,Germany,Hardware Solutions,Broadcasting & Cable,205000,70,214,290,2019,7435,43
6131,Caterpillar,North America,US,Hardware Solutions,Broadcasting & Cable,474900,70,96,103,2020,9882,45
6132,Cisco Systems,Europe,Germany,Consulting,Telecommunications services,479700,86,190,54,2015,8180,51
6133,Cisco Systems,APAC,Indonesia,Consulting,Telecommunications services,152500,74,180,125,2016,8277,57
6134,Cisco Systems,Europe,Norway,Consulting,Telecommunications services,411700,71,159,276,2017,6402,41
6135,Cisco Systems,APAC,South Korea,Consulting,Telecommunications services,213800,93,112,276,2018,1605,65
6136,Cisco Systems,APAC,Taiwan,Consulting,Telecommunications services,162900,80,426,254,2019,6453,43
6137,Cisco Systems,Europe,France,Consulting,Telecommunications services,162700,75,173,292,2020,4736,53
6138,Cisco Systems,APAC,Japan,Consulting,Software & Programming,153700,87,348,213,2015,3372,57
6139,Cisco Systems,Europe,Norway,Consulting,Software & Programming,494400,81,150,70,2016,7988,50
6140,Cisco Systems,APAC,Saudi Arabia,Consulting,Software & Programming,426600,89,324,174,2017,9877,37
6141,Cisco Systems,APAC,Australia,Consulting,Software & Programming,302400,74,306,44,2018,2373,63
6142,Cisco Systems,Europe,Netherlands,Consulting,Software & Programming,367700,81,179,244,2019,7154,44
6143,Cisco Systems,North America,US,Consulting,Software & Programming,442800,84,462,119,2020,7310,38
6144,Cisco Systems,APAC,Indonesia,Consulting,Semiconductors,283900,83,386,75,2015,1482,62
6145,Cisco Systems,Europe,France,Consulting,Semiconductors,477400,91,175,194,2016,3135,54
6146,Cisco Systems,North America,US,Consulting,Semiconductors,421500,84,322,64,2017,8966,45
6147,Cisco Systems,APAC,UAE,Consulting,Semiconductors,207900,94,469,155,2018,2808,56
6148,Cisco Systems,Europe,Switzerland,Consulting,Semiconductors,298800,95,164,123,2019,5718,62
6149,Cisco Systems,APAC,UAE,Consulting,Semiconductors,432600,93,192,135,2020,3324,59
6150,Cisco Systems,APAC,India,Consulting,Recreational Products,192400,78,330,166,2015,4239,55
6151,Cisco Systems,APAC,Indonesia,Consulting,Recreational Products,327800,79,400,77,2016,4138,53
6152,Cisco Systems,North America,Canada,Consulting,Recreational Products,393300,84,347,250,2017,4136,43
6153,Cisco Systems,APAC,Saudi Arabia,Consulting,Recreational Products,289200,79,180,280,2018,2474,54
6154,Cisco Systems,APAC,Australia,Consulting,Recreational Products,464100,93,109,55,2019,8969,55
6155,Cisco Systems,APAC,Taiwan,Consulting,Recreational Products,211300,73,258,247,2020,3103,53
6156,Cisco Systems,Europe,France,Consulting,Internet & Catalog Retail,465000,82,202,78,2015,9150,47
6157,Cisco Systems,North America,Canada,Consulting,Internet & Catalog Retail,234000,80,439,223,2016,2316,50
6158,Cisco Systems,North America,Canada,Consulting,Internet & Catalog Retail,201100,78,355,71,2017,2102,65
6159,Cisco Systems,Europe,Netherlands,Consulting,Internet & Catalog Retail,201700,87,401,243,2018,2896,52
6160,Cisco Systems,APAC,Taiwan,Consulting,Internet & Catalog Retail,424500,95,303,120,2019,5579,51
6161,Cisco Systems,North America,US,Consulting,Internet & Catalog Retail,437500,71,453,124,2020,1581,47
6162,Cisco Systems,APAC,Taiwan,Consulting,Health Care Equipment & Svcs,134700,95,305,205,2015,7357,54
6163,Cisco Systems,APAC,Saudi Arabia,Consulting,Health Care Equipment & Svcs,249700,78,459,99,2016,4945,51
6164,Cisco Systems,North America,Canada,Consulting,Health Care Equipment & Svcs,196500,90,411,234,2017,2315,54
6165,Cisco Systems,APAC,Australia,Consulting,Health Care Equipment & Svcs,387400,70,116,227,2018,9745,40
6166,Cisco Systems,APAC,UAE,Consulting,Health Care Equipment & Svcs,378700,79,269,74,2019,3905,58
6167,Cisco Systems,North America,Canada,Consulting,Health Care Equipment & Svcs,471300,92,345,295,2020,3086,40
6168,Cisco Systems,North America,US,Consulting,Electronics,342900,84,412,113,2015,2921,53
6169,Cisco Systems,North America,US,Consulting,Electronics,150700,80,358,262,2016,6648,45
6170,Cisco Systems,APAC,Taiwan,Consulting,Electronics,475700,88,300,293,2017,3367,41
6171,Cisco Systems,Europe,Switzerland,Consulting,Electronics,450400,88,101,242,2018,3415,53
6172,Cisco Systems,APAC,UAE,Consulting,Electronics,106500,73,466,295,2019,8152,36
6173,Cisco Systems,North America,US,Consulting,Electronics,395300,71,265,242,2020,9036,34
6174,Cisco Systems,Europe,Switzerland,Consulting,Electrical Equipment,151200,83,99,142,2015,4664,69
6175,Cisco Systems,APAC,Taiwan,Consulting,Electrical Equipment,477700,77,369,168,2016,7675,35
6176,Cisco Systems,Europe,Netherlands,Consulting,Electrical Equipment,198900,83,211,150,2017,9041,53
6177,Cisco Systems,Europe,France,Consulting,Electrical Equipment,338000,86,332,58,2018,5343,56
6178,Cisco Systems,Europe,Germany,Consulting,Electrical Equipment,222800,71,151,82,2019,4362,66
6179,Cisco Systems,APAC,UAE,Consulting,Electrical Equipment,182300,79,445,50,2020,1809,64
6180,Cisco Systems,Europe,Norway,Consulting,Consumer Financial Services,352700,81,135,286,2015,2727,53
6181,Cisco Systems,APAC,Saudi Arabia,Consulting,Consumer Financial Services,202500,95,418,290,2016,6022,43
6182,Cisco Systems,Europe,France,Consulting,Consumer Financial Services,464300,95,363,220,2017,3289,45
6183,Cisco Systems,APAC,Singapore,Consulting,Consumer Financial Services,461400,74,328,168,2018,4612,43
6184,Cisco Systems,APAC,Australia,Consulting,Consumer Financial Services,283400,84,433,124,2019,2178,56
6185,Cisco Systems,APAC,India,Consulting,Consumer Financial Services,186900,72,372,39,2020,5137,59
6186,Cisco Systems,Europe,Switzerland,Consulting,Computer Services,464800,85,402,288,2015,8747,26
6187,Cisco Systems,North America,US,Consulting,Computer Services,211800,88,166,45,2016,1194,78
6188,Cisco Systems,APAC,Australia,Consulting,Computer Services,406100,81,476,109,2017,6991,40
6189,Cisco Systems,APAC,Saudi Arabia,Consulting,Computer Services,374000,79,210,83,2018,1590,64
6190,Cisco Systems,APAC,Saudi Arabia,Consulting,Computer Services,464000,91,381,231,2019,2033,45
6191,Cisco Systems,APAC,Indonesia,Consulting,Computer Services,178000,78,293,270,2020,3089,53
6192,Cisco Systems,APAC,China,Consulting,Computer Hardware,175800,79,193,159,2015,8973,53
6193,Cisco Systems,APAC,China,Consulting,Computer Hardware,210100,82,307,75,2016,6356,58
6194,Cisco Systems,Europe,Norway,Consulting,Computer Hardware,414100,82,212,258,2017,5726,43
6195,Cisco Systems,APAC,China,Consulting,Computer Hardware,483700,91,365,236,2018,4734,39
6196,Cisco Systems,North America,US,Consulting,Computer Hardware,273600,79,358,263,2019,8572,36
6197,Cisco Systems,APAC,Australia,Consulting,Computer Hardware,382100,88,467,80,2020,2513,53
6198,Cisco Systems,Europe,Norway,Consulting,Communications Equipment,229700,86,268,42,2015,3403,68
6199,Cisco Systems,Europe,France,Consulting,Communications Equipment,223100,95,138,89,2016,7689,64
6200,Cisco Systems,Europe,France,Consulting,Communications Equipment,234200,73,310,222,2017,9514,39
6201,Cisco Systems,Europe,Netherlands,Consulting,Communications Equipment,266200,93,195,84,2018,6639,62
6202,Cisco Systems,North America,Canada,Consulting,Communications Equipment,251300,76,295,182,2019,6616,48
6203,Cisco Systems,APAC,China,Consulting,Communications Equipment,186800,90,346,72,2020,2741,67
6204,Cisco Systems,APAC,Singapore,Consulting,Business & Personal Services,457400,73,93,253,2015,2487,51
6205,Cisco Systems,APAC,South Korea,Consulting,Business & Personal Services,466500,72,246,81,2016,4193,52
6206,Cisco Systems,APAC,Japan,Consulting,Business & Personal Services,160000,76,149,111,2017,4367,67
6207,Cisco Systems,APAC,Saudi Arabia,Consulting,Business & Personal Services,182800,93,336,117,2018,1675,67
6208,Cisco Systems,APAC,Taiwan,Consulting,Business & Personal Services,141000,81,386,132,2019,8443,50
6209,Cisco Systems,APAC,Saudi Arabia,Consulting,Business & Personal Services,134100,72,312,40,2020,5401,63
6210,Cisco Systems,APAC,South Korea,Consulting,Broadcasting & Cable,476800,90,285,172,2015,7347,42
6211,Cisco Systems,APAC,South Korea,Consulting,Broadcasting & Cable,227100,90,181,44,2016,2421,75
6212,Cisco Systems,Europe,Switzerland,Consulting,Broadcasting & Cable,446500,75,170,51,2017,7712,52
6213,Cisco Systems,Europe,France,Consulting,Broadcasting & Cable,436100,70,201,244,2018,1274,50
6214,Cisco Systems,APAC,Australia,Consulting,Broadcasting & Cable,402900,95,179,153,2019,5608,55
6215,Cisco Systems,North America,Canada,Consulting,Broadcasting & Cable,310900,85,203,163,2020,5792,55
6216,TJX,North America,Canada,Consulting,Telecommunications services,349200,89,162,181,2015,1394,63
6217,TJX,APAC,Indonesia,Consulting,Telecommunications services,329700,95,215,249,2016,4810,52
6218,TJX,Europe,Switzerland,Consulting,Telecommunications services,302900,76,96,56,2017,6717,63
6219,TJX,APAC,India,Consulting,Telecommunications services,116900,88,462,217,2018,3606,53
6220,TJX,North America,US,Consulting,Telecommunications services,357300,94,211,56,2019,9630,54
6221,TJX,Europe,Norway,Consulting,Telecommunications services,344800,85,249,293,2020,7153,40
6222,TJX,APAC,India,Consulting,Software & Programming,154000,72,361,241,2015,2150,54
6223,TJX,APAC,Japan,Consulting,Software & Programming,309000,87,177,215,2016,9748,45
6224,TJX,Europe,Germany,Consulting,Software & Programming,451200,87,200,66,2017,9901,48
6225,TJX,APAC,Australia,Consulting,Software & Programming,179000,81,432,116,2018,8241,48
6226,TJX,Europe,Germany,Consulting,Software & Programming,398600,84,359,287,2019,9157,29
6227,TJX,APAC,Australia,Consulting,Software & Programming,300500,83,203,65,2020,1349,70
6228,TJX,Europe,France,Consulting,Semiconductors,446000,93,358,145,2015,7472,42
6229,TJX,APAC,Taiwan,Consulting,Semiconductors,351500,88,335,238,2016,1921,51
6230,TJX,North America,Canada,Consulting,Semiconductors,108000,84,223,184,2017,4920,62
6231,TJX,APAC,Singapore,Consulting,Semiconductors,154800,75,424,106,2018,2641,60
6232,TJX,APAC,South Korea,Consulting,Semiconductors,126200,77,356,249,2019,9131,41
6233,TJX,APAC,India,Consulting,Semiconductors,453200,86,219,124,2020,6874,49
6234,TJX,APAC,India,Consulting,Recreational Products,288300,76,422,163,2015,4710,47
6235,TJX,APAC,South Korea,Consulting,Recreational Products,185900,80,400,82,2016,7226,53
6236,TJX,APAC,Japan,Consulting,Recreational Products,362600,79,91,188,2017,2324,61
6237,TJX,Europe,Norway,Consulting,Recreational Products,277800,74,374,182,2018,6225,44
6238,TJX,APAC,Saudi Arabia,Consulting,Recreational Products,164000,74,313,128,2019,3314,61
6239,TJX,Europe,Netherlands,Consulting,Recreational Products,467300,82,394,266,2020,9730,25
6240,TJX,Europe,Norway,Consulting,Internet & Catalog Retail,237000,74,288,41,2015,8851,54
6241,TJX,APAC,Taiwan,Consulting,Internet & Catalog Retail,500000,77,324,199,2016,8766,32
6242,TJX,APAC,Singapore,Consulting,Internet & Catalog Retail,157800,82,372,87,2017,7068,56
6243,TJX,Europe,Norway,Consulting,Internet & Catalog Retail,480100,84,304,198,2018,3497,46
6244,TJX,APAC,Indonesia,Consulting,Internet & Catalog Retail,407000,74,204,188,2019,1817,55
6245,TJX,APAC,South Korea,Consulting,Internet & Catalog Retail,220300,95,267,70,2020,3436,69
6246,TJX,APAC,South Korea,Consulting,Health Care Equipment & Svcs,240400,76,205,194,2015,9039,47
6247,TJX,North America,Canada,Consulting,Health Care Equipment & Svcs,379700,77,132,146,2016,3331,59
6248,TJX,APAC,India,Consulting,Health Care Equipment & Svcs,397000,82,278,209,2017,4645,47
6249,TJX,APAC,Saudi Arabia,Consulting,Health Care Equipment & Svcs,250100,82,96,221,2018,4109,60
6250,TJX,APAC,India,Consulting,Health Care Equipment & Svcs,316000,88,227,215,2019,5613,51
6251,TJX,North America,US,Consulting,Health Care Equipment & Svcs,471600,73,258,77,2020,1460,58
6252,TJX,Europe,Switzerland,Consulting,Electronics,446600,71,403,71,2015,4861,46
6253,TJX,Europe,Norway,Consulting,Electronics,483100,76,224,84,2016,6529,49
6254,TJX,North America,US,Consulting,Electronics,407700,76,248,223,2017,4829,45
6255,TJX,APAC,China,Consulting,Electronics,474800,77,233,194,2018,9300,36
6256,TJX,Europe,Germany,Consulting,Electronics,450900,74,446,49,2019,8813,38
6257,TJX,Europe,Norway,Consulting,Electronics,330300,88,291,265,2020,7401,41
6258,TJX,Europe,Germany,Consulting,Electrical Equipment,260700,70,246,119,2015,5514,55
6259,TJX,North America,Canada,Consulting,Electrical Equipment,300000,72,354,273,2016,9544,31
6260,TJX,Europe,Netherlands,Consulting,Electrical Equipment,162500,83,416,124,2017,2920,60
6261,TJX,APAC,Indonesia,Consulting,Electrical Equipment,436100,72,284,248,2018,1116,47
6262,TJX,APAC,Saudi Arabia,Consulting,Electrical Equipment,378600,90,92,143,2019,8540,53
6263,TJX,APAC,Saudi Arabia,Consulting,Electrical Equipment,137300,90,132,217,2020,1102,71
6264,TJX,APAC,South Korea,Consulting,Consumer Financial Services,217700,77,365,190,2015,9266,41
6265,TJX,North America,Canada,Consulting,Consumer Financial Services,346300,81,179,143,2016,7948,50
6266,TJX,APAC,Singapore,Consulting,Consumer Financial Services,226800,93,201,145,2017,2408,68
6267,TJX,APAC,China,Consulting,Consumer Financial Services,209300,89,408,114,2018,9652,46
6268,TJX,North America,Canada,Consulting,Consumer Financial Services,375900,93,165,82,2019,5471,61
6269,TJX,North America,Canada,Consulting,Consumer Financial Services,400400,72,331,193,2020,9214,34
6270,TJX,APAC,South Korea,Consulting,Computer Services,122100,76,112,295,2015,5010,57
6271,TJX,APAC,Saudi Arabia,Consulting,Computer Services,190400,82,401,70,2016,8491,51
6272,TJX,APAC,China,Consulting,Computer Services,272900,82,273,217,2017,8693,43
6273,TJX,APAC,South Korea,Consulting,Computer Services,310300,80,411,275,2018,3725,42
6274,TJX,APAC,UAE,Consulting,Computer Services,363900,91,430,263,2019,5383,38
6275,TJX,APAC,Taiwan,Consulting,Computer Services,228800,70,166,146,2020,6957,55
6276,TJX,North America,Canada,Consulting,Computer Hardware,123700,86,388,295,2015,8305,41
6277,TJX,Europe,Switzerland,Consulting,Computer Hardware,418000,78,142,241,2016,8875,40
6278,TJX,APAC,Japan,Consulting,Computer Hardware,109400,78,347,241,2017,7037,47
6279,TJX,APAC,South Korea,Consulting,Computer Hardware,440700,75,264,33,2018,9887,45
6280,TJX,APAC,Australia,Consulting,Computer Hardware,445200,89,251,89,2019,5746,53
6281,TJX,Europe,France,Consulting,Computer Hardware,393400,85,408,279,2020,1488,44
6282,TJX,Europe,Switzerland,Consulting,Communications Equipment,138700,91,285,146,2015,1050,70
6283,TJX,North America,US,Consulting,Communications Equipment,291400,85,146,103,2016,8044,57
6284,TJX,APAC,South Korea,Consulting,Communications Equipment,212900,80,335,94,2017,7713,53
6285,TJX,APAC,UAE,Consulting,Communications Equipment,268200,70,114,299,2018,5450,48
6286,TJX,Europe,Netherlands,Consulting,Communications Equipment,237100,74,290,89,2019,3519,61
6287,TJX,APAC,India,Consulting,Communications Equipment,312300,90,269,119,2020,2029,63
6288,TJX,APAC,Taiwan,Consulting,Business & Personal Services,447300,91,368,252,2015,8539,32
6289,TJX,APAC,Singapore,Consulting,Business & Personal Services,146700,75,256,195,2016,6170,54
6290,TJX,Europe,Norway,Consulting,Business & Personal Services,347600,73,302,51,2017,1049,63
6291,TJX,APAC,UAE,Consulting,Business & Personal Services,171500,71,432,198,2018,4174,49
6292,TJX,APAC,Japan,Consulting,Business & Personal Services,491200,91,356,186,2019,1206,50
6293,TJX,North America,US,Consulting,Business & Personal Services,145200,75,283,272,2020,9323,41
6294,TJX,APAC,Japan,Consulting,Broadcasting & Cable,309800,94,281,200,2015,2225,58
6295,TJX,APAC,UAE,Consulting,Broadcasting & Cable,499500,82,360,62,2016,5457,47
6296,TJX,APAC,Japan,Consulting,Broadcasting & Cable,167800,78,176,160,2017,4464,63
6297,TJX,Europe,Norway,Consulting,Broadcasting & Cable,338100,95,372,107,2018,2695,58
6298,TJX,North America,US,Consulting,Broadcasting & Cable,279100,87,364,35,2019,6395,57
6299,TJX,APAC,South Korea,Consulting,Broadcasting & Cable,360300,74,162,251,2020,4272,49
6300,Publix Super Markets,APAC,UAE,Consulting,Telecommunications services,371800,80,163,136,2015,7023,52
6301,Publix Super Markets,Europe,Netherlands,Consulting,Telecommunications services,377300,71,108,287,2016,9650,37
6302,Publix Super Markets,APAC,Taiwan,Consulting,Telecommunications services,327500,72,253,270,2017,6865,40
6303,Publix Super Markets,APAC,Taiwan,Consulting,Telecommunications services,367500,90,318,55,2018,3175,61
6304,Publix Super Markets,Europe,Norway,Consulting,Telecommunications services,114100,71,93,142,2019,7348,62
6305,Publix Super Markets,Europe,Switzerland,Consulting,Telecommunications services,434800,89,324,113,2020,4226,52
6306,Publix Super Markets,Europe,Netherlands,Consulting,Software & Programming,391900,82,191,176,2015,3000,56
6307,Publix Super Markets,Europe,Germany,Consulting,Software & Programming,487700,87,376,85,2016,7833,42
6308,Publix Super Markets,APAC,Saudi Arabia,Consulting,Software & Programming,408600,79,145,204,2017,8009,45
6309,Publix Super Markets,Europe,France,Consulting,Software & Programming,390300,91,121,36,2018,1467,73
6310,Publix Super Markets,Europe,France,Consulting,Software & Programming,438300,86,228,159,2019,7317,46
6311,Publix Super Markets,APAC,Singapore,Consulting,Software & Programming,179300,95,379,141,2020,4415,59
6312,Publix Super Markets,North America,US,Consulting,Semiconductors,308500,76,223,231,2015,1096,57
6313,Publix Super Markets,Europe,Norway,Consulting,Semiconductors,169800,80,412,133,2016,6121,52
6314,Publix Super Markets,Europe,Netherlands,Consulting,Semiconductors,213900,83,377,202,2017,7849,44
6315,Publix Super Markets,Europe,Norway,Consulting,Semiconductors,279400,91,175,62,2018,4611,67
6316,Publix Super Markets,APAC,UAE,Consulting,Semiconductors,136300,88,281,82,2019,8795,58
6317,Publix Super Markets,APAC,UAE,Consulting,Semiconductors,327600,92,216,103,2020,9745,51
6318,Publix Super Markets,APAC,UAE,Consulting,Recreational Products,348400,81,195,100,2015,7173,54
6319,Publix Super Markets,Europe,Norway,Consulting,Recreational Products,343700,93,144,92,2016,6574,61
6320,Publix Super Markets,APAC,China,Consulting,Recreational Products,140800,94,143,297,2017,5031,58
6321,Publix Super Markets,APAC,Saudi Arabia,Consulting,Recreational Products,182900,73,153,123,2018,3942,66
6322,Publix Super Markets,North America,US,Consulting,Recreational Products,497700,78,468,64,2019,3916,45
6323,Publix Super Markets,Europe,France,Consulting,Recreational Products,413800,87,348,73,2020,5957,50
6324,Publix Super Markets,APAC,Saudi Arabia,Consulting,Internet & Catalog Retail,216700,95,292,67,2015,8732,57
6325,Publix Super Markets,APAC,South Korea,Consulting,Internet & Catalog Retail,131700,72,198,108,2016,5796,63
6326,Publix Super Markets,Europe,Norway,Consulting,Internet & Catalog Retail,170100,86,154,128,2017,6394,64
6327,Publix Super Markets,North America,US,Consulting,Internet & Catalog Retail,179300,71,120,298,2018,2018,59
6328,Publix Super Markets,Europe,Switzerland,Consulting,Internet & Catalog Retail,396600,72,466,220,2019,1057,43
6329,Publix Super Markets,APAC,Australia,Consulting,Internet & Catalog Retail,194700,81,315,296,2020,5372,46
6330,Publix Super Markets,Europe,Norway,Consulting,Health Care Equipment & Svcs,233400,92,153,98,2015,8917,59
6331,Publix Super Markets,North America,US,Consulting,Health Care Equipment & Svcs,209600,85,103,105,2016,6674,65
6332,Publix Super Markets,Europe,Switzerland,Consulting,Health Care Equipment & Svcs,115700,74,158,273,2017,5735,55
6333,Publix Super Markets,APAC,China,Consulting,Health Care Equipment & Svcs,260100,86,208,229,2018,9758,44
6334,Publix Super Markets,APAC,India,Consulting,Health Care Equipment & Svcs,110000,93,440,130,2019,5947,56
6335,Publix Super Markets,APAC,Australia,Consulting,Health Care Equipment & Svcs,189000,90,244,212,2020,8907,49
6336,Publix Super Markets,Europe,Netherlands,Consulting,Electronics,459500,91,388,99,2015,4604,49
6337,Publix Super Markets,APAC,Taiwan,Consulting,Electronics,337400,76,163,62,2016,9326,53
6338,Publix Super Markets,Europe,Norway,Consulting,Electronics,234600,84,373,222,2017,4967,48
6339,Publix Super Markets,North America,US,Consulting,Electronics,197500,71,231,73,2018,2642,67
6340,Publix Super Markets,APAC,China,Consulting,Electronics,306700,86,397,195,2019,4295,48
6341,Publix Super Markets,APAC,Taiwan,Consulting,Electronics,488100,86,338,168,2020,4879,44
6342,Publix Super Markets,Europe,Switzerland,Consulting,Electrical Equipment,329800,94,182,295,2015,8042,43
6343,Publix Super Markets,APAC,Indonesia,Consulting,Electrical Equipment,366800,89,202,40,2016,9642,54
6344,Publix Super Markets,APAC,Australia,Consulting,Electrical Equipment,225600,85,248,299,2017,5446,48
6345,Publix Super Markets,APAC,Indonesia,Consulting,Electrical Equipment,100100,85,408,249,2018,5236,50
6346,Publix Super Markets,APAC,Singapore,Consulting,Electrical Equipment,137500,89,447,297,2019,8995,37
6347,Publix Super Markets,APAC,Taiwan,Consulting,Electrical Equipment,128000,92,353,59,2020,2223,71
6348,Publix Super Markets,North America,Canada,Consulting,Consumer Financial Services,495800,86,371,278,2015,8372,28
6349,Publix Super Markets,APAC,Taiwan,Consulting,Consumer Financial Services,369100,73,369,90,2016,3993,51
6350,Publix Super Markets,Europe,Netherlands,Consulting,Consumer Financial Services,490000,93,334,200,2017,6919,39
6351,Publix Super Markets,North America,Canada,Consulting,Consumer Financial Services,213900,82,184,233,2018,9417,47
6352,Publix Super Markets,APAC,Saudi Arabia,Consulting,Consumer Financial Services,446800,92,255,108,2019,3392,57
6353,Publix Super Markets,Europe,Netherlands,Consulting,Consumer Financial Services,174300,71,263,225,2020,4657,53
6354,Publix Super Markets,Europe,Netherlands,Consulting,Computer Services,199100,92,223,207,2015,8600,51
6355,Publix Super Markets,APAC,Japan,Consulting,Computer Services,193800,94,173,195,2016,1690,68
6356,Publix Super Markets,APAC,Taiwan,Consulting,Computer Services,235000,73,97,135,2017,1295,70
6357,Publix Super Markets,Europe,France,Consulting,Computer Services,158300,94,291,42,2018,1045,76
6358,Publix Super Markets,APAC,South Korea,Consulting,Computer Services,275900,70,401,71,2019,9955,42
6359,Publix Super Markets,APAC,UAE,Consulting,Computer Services,245500,72,468,199,2020,4834,43
6360,Publix Super Markets,APAC,Australia,Consulting,Computer Hardware,489000,79,91,37,2015,5198,60
6361,Publix Super Markets,Europe,Switzerland,Consulting,Computer Hardware,211200,72,142,299,2016,5156,51
6362,Publix Super Markets,Europe,France,Consulting,Computer Hardware,197300,95,349,245,2017,7105,47
6363,Publix Super Markets,APAC,Australia,Consulting,Computer Hardware,456600,93,110,87,2018,8289,54
6364,Publix Super Markets,Europe,Netherlands,Consulting,Computer Hardware,475600,86,158,82,2019,9449,48
6365,Publix Super Markets,APAC,China,Consulting,Computer Hardware,373100,89,213,203,2020,6406,49
6366,Publix Super Markets,APAC,Japan,Consulting,Communications Equipment,319900,86,177,95,2015,1384,69
6367,Publix Super Markets,APAC,Japan,Consulting,Communications Equipment,257800,91,378,63,2016,5565,58
6368,Publix Super Markets,APAC,Japan,Consulting,Communications Equipment,231600,73,369,232,2017,5309,45
6369,Publix Super Markets,Europe,Netherlands,Consulting,Communications Equipment,339800,79,344,85,2018,5783,51
6370,Publix Super Markets,APAC,China,Consulting,Communications Equipment,441700,79,256,184,2019,8514,39
6371,Publix Super Markets,APAC,India,Consulting,Communications Equipment,321800,84,238,263,2020,2410,53
6372,Publix Super Markets,Europe,Switzerland,Consulting,Business & Personal Services,146700,89,106,153,2015,8316,62
6373,Publix Super Markets,APAC,Saudi Arabia,Consulting,Business & Personal Services,285300,80,459,101,2016,9681,40
6374,Publix Super Markets,APAC,Australia,Consulting,Business & Personal Services,100300,78,326,85,2017,1519,70
6375,Publix Super Markets,APAC,Australia,Consulting,Business & Personal Services,457100,83,367,285,2018,6169,33
6376,Publix Super Markets,Europe,France,Consulting,Business & Personal Services,280800,95,167,228,2019,7025,53
6377,Publix Super Markets,Europe,Germany,Consulting,Business & Personal Services,266200,71,267,233,2020,9798,38
6378,Publix Super Markets,APAC,UAE,Consulting,Broadcasting & Cable,225900,87,292,83,2015,7592,56
6379,Publix Super Markets,APAC,Taiwan,Consulting,Broadcasting & Cable,486400,84,159,132,2016,5432,52
6380,Publix Super Markets,APAC,Taiwan,Consulting,Broadcasting & Cable,463400,70,449,107,2017,1943,46
6381,Publix Super Markets,APAC,Australia,Consulting,Broadcasting & Cable,279200,83,164,221,2018,4372,56
6382,Publix Super Markets,APAC,India,Consulting,Broadcasting & Cable,258300,77,206,136,2019,6557,55
6383,Publix Super Markets,APAC,China,Consulting,Broadcasting & Cable,220700,84,418,269,2020,4544,44
6384,ConocoPhillips,North America,Canada,Product Development,Telecommunications services,448600,74,118,65,2015,3137,62
6385,ConocoPhillips,Europe,Germany,Product Development,Telecommunications services,241600,84,355,91,2016,9325,49
6386,ConocoPhillips,APAC,Japan,Product Development,Telecommunications services,434100,85,284,121,2017,2550,56
6387,ConocoPhillips,APAC,South Korea,Product Development,Telecommunications services,487600,71,391,89,2018,3055,47
6388,ConocoPhillips,North America,Canada,Product Development,Telecommunications services,108500,87,122,252,2019,9552,53
6389,ConocoPhillips,Europe,Netherlands,Product Development,Telecommunications services,337800,80,170,100,2020,3395,63
6390,ConocoPhillips,APAC,Japan,Product Development,Software & Programming,385300,74,435,221,2015,5183,37
6391,ConocoPhillips,North America,Canada,Product Development,Software & Programming,405600,95,336,71,2016,9927,45
6392,ConocoPhillips,APAC,India,Product Development,Software & Programming,228300,81,131,88,2017,9439,58
6393,ConocoPhillips,Europe,Norway,Product Development,Software & Programming,302500,76,317,64,2018,3828,59
6394,ConocoPhillips,APAC,India,Product Development,Software & Programming,343900,94,212,87,2019,2191,67
6395,ConocoPhillips,APAC,India,Product Development,Software & Programming,437500,71,296,193,2020,6119,40
6396,ConocoPhillips,North America,US,Product Development,Semiconductors,348700,91,209,242,2015,8822,43
6397,ConocoPhillips,APAC,Japan,Product Development,Semiconductors,405100,81,369,206,2016,5316,41
6398,ConocoPhillips,Europe,Switzerland,Product Development,Semiconductors,416600,84,301,32,2017,1136,64
6399,ConocoPhillips,APAC,South Korea,Product Development,Semiconductors,158000,92,161,219,2018,6067,60
6400,ConocoPhillips,North America,US,Product Development,Semiconductors,191200,91,279,189,2019,5574,56
6401,ConocoPhillips,Europe,Netherlands,Product Development,Semiconductors,147500,73,365,261,2020,3626,50
6402,ConocoPhillips,APAC,South Korea,Product Development,Recreational Products,488000,74,185,144,2015,5940,47
6403,ConocoPhillips,APAC,Indonesia,Product Development,Recreational Products,409100,81,187,135,2016,3805,56
6404,ConocoPhillips,Europe,Germany,Product Development,Recreational Products,141900,92,332,199,2017,9002,49
6405,ConocoPhillips,Europe,Norway,Product Development,Recreational Products,377500,74,275,55,2018,5903,54
6406,ConocoPhillips,Europe,Switzerland,Product Development,Recreational Products,431700,76,452,172,2019,7852,33
6407,ConocoPhillips,APAC,Taiwan,Product Development,Recreational Products,351100,76,339,110,2020,8874,43
6408,ConocoPhillips,APAC,Taiwan,Product Development,Internet & Catalog Retail,475500,89,285,151,2015,9078,40
6409,ConocoPhillips,APAC,UAE,Product Development,Internet & Catalog Retail,326300,70,391,174,2016,1786,50
